City_ID,City,Lat,Lng,Weather,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
232,"Ucluelet,Ca",48.9329,-125.5528,overcast clouds,54.09,94,96,1.88,CA,2021-09-20 07:55:50
233,"Alyangula,Au",-13.8483,136.4192,scattered clouds,87.67,48,40,8.05,AU,2021-09-20 07:55:51
234,"Jiangyou,Cn",31.7667,104.7167,clear sky,81.77,52,0,5.88,CN,2021-09-20 07:55:52
235,"Quatre Cocos,Mu",-20.2078,57.7625,scattered clouds,76.08,65,37,15.3,MU,2021-09-20 07:55:54
236,"Tuatapere,Nz",-46.1333,167.6833,overcast clouds,53.82,93,91,6.62,NZ,2021-09-20 07:55:55
237,"Filadelfia,Py",-22.35,-60.0333,clear sky,79.72,30,0,7.85,PY,2021-09-20 07:55:57
238,"Takoradi,Gh",4.8845,-1.7554,overcast clouds,77.65,83,89,4.03,GH,2021-09-20 07:55:58
239,"Kobelyaky,Ua",49.1489,34.1965,broken clouds,54.54,61,68,14.16,UA,2021-09-20 07:55:59
240,"Ust-Ilimsk,Ru",58.0006,102.6619,overcast clouds,65.34,53,100,2.48,RU,2021-09-20 07:56:01
241,"Nuevo Progreso,Mx",23.1667,-97.95,few clouds,78.6,81,20,5.39,MX,2021-09-20 07:56:02
242,"Turukhansk,Ru",65.8167,87.9833,overcast clouds,42.85,78,100,1.77,RU,2021-09-20 07:56:04
243,"Shakawe,Bw",-18.3667,21.85,few clouds,90.25,16,21,11.88,BW,2021-09-20 07:56:05
244,"Agadez,Ne",19.75,10.25,clear sky,87.94,11,5,8.28,NE,2021-09-20 07:56:07
245,"Aykhal,Ru",66.0,111.5,overcast clouds,35.26,81,100,9.37,RU,2021-09-20 07:56:08
246,"San Cristobal,Ec",-0.9045,-89.6174,broken clouds,69.01,83,53,14.72,EC,2021-09-20 07:56:09
247,"Marawi,Sd",18.4833,31.8167,scattered clouds,97.93,13,31,11.88,SD,2021-09-20 07:56:11
248,"Bay Roberts,Ca",47.5999,-53.2648,overcast clouds,52.34,87,90,11.01,CA,2021-09-20 07:56:12
249,"Borogontsy,Ru",62.6683,131.1683,overcast clouds,41.16,77,100,2.19,RU,2021-09-20 07:56:14
250,"Huarmey,Pe",-10.0681,-78.1522,scattered clouds,59.86,85,30,7.67,PE,2021-09-20 07:56:15
251,"Provideniya,Ru",64.3833,-173.3,clear sky,35.76,50,3,3.18,RU,2021-09-20 07:56:16
252,"Sinnamary,Gf",5.3833,-52.95,overcast clouds,78.87,83,99,8.37,GF,2021-09-20 07:56:18
253,"Amazar,Ru",53.858,120.875,clear sky,64.08,56,6,4.38,RU,2021-09-20 07:56:19
254,"Salalah,Om",17.0151,54.0924,clear sky,83.8,69,8,8.97,OM,2021-09-20 07:56:22
255,"Ambon,Id",-3.6954,128.1814,heavy intensity rain,78.94,89,40,2.3,ID,2021-09-20 07:56:23
256,"Cap Malheureux,Mu",-19.9842,57.6142,clear sky,76.46,59,9,10.0,MU,2021-09-20 07:56:25
257,"Palana,Ru",59.1167,159.9667,light rain,45.05,92,100,6.49,RU,2021-09-20 07:56:26
258,"Wexford,Ie",52.3342,-6.4575,clear sky,60.58,88,0,4.85,IE,2021-09-20 07:56:27
259,"Yeppoon,Au",-23.1333,150.7333,clear sky,76.78,74,1,7.96,AU,2021-09-20 07:56:29
260,"Xining,Cn",36.6167,101.7667,clear sky,69.33,21,8,3.51,CN,2021-09-20 07:56:30
261,"La Sarre,Ca",48.8002,-79.1996,broken clouds,54.12,50,69,10.18,CA,2021-09-20 07:56:32
262,"Bathsheba,Bb",13.2167,-59.5167,few clouds,74.01,88,20,2.3,BB,2021-09-20 07:56:33
263,"Vao,Nc",-22.6667,167.4833,scattered clouds,68.85,65,38,16.37,NC,2021-09-20 07:56:35
264,"Hofn,Is",64.2539,-15.2082,broken clouds,50.77,87,54,20.15,IS,2021-09-20 07:56:37
265,"Hami,Cn",42.8,93.45,clear sky,91.02,10,0,5.1,CN,2021-09-20 07:56:38
266,"Pipri,In",19.8,75.5333,broken clouds,87.48,54,59,8.41,IN,2021-09-20 07:56:39
267,"Klaksvik,Fo",62.2266,-6.589,overcast clouds,52.72,92,100,34.65,FO,2021-09-20 07:56:41
268,"Poya,Nc",-21.35,165.15,scattered clouds,69.03,68,35,7.87,NC,2021-09-20 07:56:42
269,"Nelson Bay,Au",-32.7167,152.15,clear sky,73.45,45,0,12.01,AU,2021-09-20 07:56:44
270,"Magdagachi,Ru",53.45,125.8,clear sky,60.94,66,8,3.31,RU,2021-09-20 07:56:45
271,"Talcahuano,Cl",-36.7167,-73.1167,clear sky,42.48,93,0,4.61,CL,2021-09-20 07:56:46
272,"Asfi,Ma",32.2994,-9.2372,clear sky,69.19,76,0,8.03,MA,2021-09-20 07:56:48
273,"Phan Thiet,Vn",10.9333,108.1,overcast clouds,82.67,79,100,9.13,VN,2021-09-20 07:56:49
274,"Kiama,Au",-34.6833,150.8667,clear sky,55.45,54,7,19.44,AU,2021-09-20 07:56:52
275,"Busing,Ph",13.1514,122.9714,heavy intensity rain,84.31,68,100,3.6,PH,2021-09-20 07:56:53
276,"Henties Bay,Na",-22.116,14.2845,clear sky,53.85,73,0,9.55,NA,2021-09-20 07:56:55
277,"Zaysan,Kz",47.4667,84.8667,clear sky,57.7,33,0,12.8,KZ,2021-09-20 07:56:58
278,"Chornobay,Ua",49.6708,32.3239,overcast clouds,48.96,84,100,15.79,UA,2021-09-20 07:57:00
279,"Butajira,Et",8.1167,38.3667,broken clouds,69.64,61,69,8.52,ET,2021-09-20 07:57:01
280,"Ewa Beach,Us",21.3156,-158.0072,broken clouds,78.1,75,74,20.15,US,2021-09-20 07:57:03
281,"Tessalit,Ml",20.1986,1.0114,clear sky,94.73,10,0,14.18,ML,2021-09-20 07:57:04
282,"Port Hardy,Ca",50.6996,-127.4199,light intensity shower rain,51.98,100,75,3.44,CA,2021-09-20 07:57:07
283,"Pangnirtung,Ca",66.1451,-65.7125,few clouds,29.5,75,16,9.17,CA,2021-09-20 07:57:08
284,"Egvekinot,Ru",66.3167,-179.1667,broken clouds,22.57,71,60,6.53,RU,2021-09-20 07:57:10
285,"Yazoo City,Us",32.8551,-90.4056,overcast clouds,75.76,97,86,5.64,US,2021-09-20 07:57:11
286,"Puerto Leguizamo,Co",-0.1934,-74.7819,broken clouds,72.57,85,62,1.66,CO,2021-09-20 07:57:12
287,"Arzgir,Ru",45.3728,44.2206,broken clouds,74.66,43,83,1.32,RU,2021-09-20 07:57:14
288,"Umm Kaddadah,Sd",13.6017,26.6876,few clouds,87.64,46,11,6.62,SD,2021-09-20 07:57:18
289,"El Alto,Pe",-4.2714,-81.2147,clear sky,62.62,81,6,14.83,PE,2021-09-20 07:57:19
290,"Puerto Escondido,Mx",15.85,-97.0667,scattered clouds,78.39,85,45,4.45,MX,2021-09-20 07:57:20
291,"Wajid,So",3.8093,43.2471,overcast clouds,84.16,42,87,16.37,SO,2021-09-20 07:57:22
292,"Diffa,Ne",13.3154,12.6113,overcast clouds,88.09,45,100,6.76,NE,2021-09-20 07:57:23
293,"Sola,Vu",-13.8833,167.55,broken clouds,78.46,75,74,24.61,VU,2021-09-20 07:57:25
294,"Constitucion,Mx",23.9912,-104.6749,overcast clouds,65.14,76,96,1.99,MX,2021-09-20 07:57:26
295,"Vrangel,Ru",42.7297,133.0839,overcast clouds,64.98,74,98,10.36,RU,2021-09-20 07:57:28
296,"Portales,Us",34.1862,-103.3344,broken clouds,76.01,34,82,4.0,US,2021-09-20 07:57:29
297,"San Patricio,Mx",19.2167,-104.7,overcast clouds,75.4,87,100,3.76,MX,2021-09-20 07:57:30
298,"Hohhot,Cn",40.8106,111.6522,light intensity shower rain,71.89,53,40,4.47,CN,2021-09-20 07:56:21
299,"Sao Filipe,Cv",14.8961,-24.4956,overcast clouds,79.48,84,100,2.82,CV,2021-09-20 07:57:33
300,"Cherskiy,Ru",68.75,161.3,broken clouds,27.99,70,82,8.79,RU,2021-09-20 07:57:34
301,"Mangrol,In",21.1167,70.1167,few clouds,84.22,75,17,10.83,IN,2021-09-20 07:57:36
302,"Leningradskiy,Ru",69.3833,178.4167,overcast clouds,24.21,86,100,13.31,RU,2021-09-20 07:57:37
303,"Saint-Philippe,Re",-21.3585,55.7679,light rain,74.75,80,69,13.09,RE,2021-09-20 07:57:39
304,"Shaunavon,Ca",49.6501,-108.4181,broken clouds,47.98,50,68,4.07,CA,2021-09-20 07:57:40
305,"Caluquembe,Ao",-13.7833,14.6833,overcast clouds,77.0,36,85,7.54,AO,2021-09-20 07:57:41
306,"Dauphin,Ca",51.1494,-100.0502,light rain,53.74,66,20,9.22,CA,2021-09-20 07:57:43
307,"Trzebnica,Pl",51.3108,17.0633,overcast clouds,49.37,89,100,6.51,PL,2021-09-20 07:57:44
308,"Bollnas,Se",61.3482,16.3946,overcast clouds,46.38,84,100,2.21,SE,2021-09-20 07:57:46
309,"Namtsy,Ru",62.7161,129.6658,overcast clouds,42.91,65,93,8.08,RU,2021-09-20 07:57:47
310,"Neiafu,To",-18.65,-173.9833,scattered clouds,76.21,76,45,17.09,TO,2021-09-20 07:57:49
311,"Vardo,No",70.3705,31.1107,clear sky,44.8,76,0,19.57,NO,2021-09-20 07:57:50
312,"Narsaq,Gl",60.9167,-46.05,broken clouds,34.84,81,76,2.39,GL,2021-09-20 07:57:51
313,"Lakhdenpokhya,Ru",61.5198,30.1992,broken clouds,45.14,64,55,14.63,RU,2021-09-20 07:57:53
314,"Broken Hill,Au",-31.95,141.4333,few clouds,62.31,23,20,26.46,AU,2021-09-20 07:57:54
315,"Tondol,Ph",16.3104,120.0131,overcast clouds,84.87,73,100,5.86,PH,2021-09-20 07:57:56
316,"Lawton,Us",34.6087,-98.3903,clear sky,77.83,73,0,10.0,US,2021-09-20 07:57:57
317,"Akyab,Mm",20.15,92.9,broken clouds,84.18,72,82,7.05,MM,2021-09-20 07:57:58
318,"Wasilla,Us",61.5814,-149.4394,broken clouds,51.13,66,54,6.33,US,2021-09-20 07:58:00
319,"La Asuncion,Ve",11.0333,-63.8628,overcast clouds,80.33,78,100,6.91,VE,2021-09-20 07:58:01
320,"Teguise,Es",29.0605,-13.564,few clouds,70.02,64,20,9.22,ES,2021-09-20 07:58:03
321,"Oum Hadjer,Td",13.2954,19.6966,scattered clouds,87.24,51,45,4.52,TD,2021-09-20 07:58:05
322,"Tilichiki,Ru",60.4667,166.1,overcast clouds,43.88,90,92,6.6,RU,2021-09-20 07:58:07
323,"Beloha,Mg",-25.1667,45.05,clear sky,76.91,38,2,12.64,MG,2021-09-20 07:58:08
324,"Anshun,Cn",26.25,105.9333,clear sky,75.88,47,0,6.2,CN,2021-09-20 07:58:12
325,"Izhma,Ru",65.0083,53.9113,overcast clouds,42.24,64,100,9.73,RU,2021-09-20 07:58:15
326,"Mount Gambier,Au",-37.8333,140.7667,light intensity shower rain,46.31,76,75,24.16,AU,2021-09-20 07:56:43
327,"Nuuk,Gl",64.1835,-51.7216,light rain,34.3,94,98,17.72,GL,2021-09-20 07:58:17
328,"Joutseno,Fi",61.118,28.5076,scattered clouds,43.79,69,32,17.56,FI,2021-09-20 07:58:19
329,"Shelburne,Ca",44.0787,-80.2041,few clouds,55.76,91,24,7.05,CA,2021-09-20 07:58:20
330,"Tual,Id",-5.6667,132.75,scattered clouds,80.46,83,30,20.18,ID,2021-09-20 07:58:21
331,"Troitskoye,Ru",52.9821,84.6757,overcast clouds,49.59,40,100,17.22,RU,2021-09-20 07:58:23
332,"Bambous Virieux,Mu",-20.3428,57.7575,scattered clouds,76.21,64,40,14.97,MU,2021-09-20 07:58:24
333,"Sept-Iles,Ca",50.2001,-66.3821,few clouds,37.83,93,20,4.61,CA,2021-09-20 07:58:26
334,"Cairns,Au",-16.9167,145.7667,overcast clouds,79.07,61,90,13.8,AU,2021-09-20 07:58:27
335,"Boguchany,Ru",58.3814,97.4531,overcast clouds,57.09,61,100,6.13,RU,2021-09-20 07:58:28
336,"Montlucon,Fr",46.3333,2.6,overcast clouds,56.7,99,100,4.03,FR,2021-09-20 07:58:30
337,"Haines Junction,Ca",60.7522,-137.5108,broken clouds,31.95,86,73,3.44,CA,2021-09-20 07:58:31
338,"Lamovita,Ba",44.9256,16.9072,overcast clouds,52.52,97,100,6.89,BA,2021-09-20 07:58:33
339,"Poum,Nc",-20.2333,164.0167,overcast clouds,71.83,64,99,10.92,NC,2021-09-20 07:58:34
340,"Esperance,Au",-33.8667,121.9,clear sky,62.44,60,0,15.3,AU,2021-09-20 07:58:35
341,"Clyde River,Ca",70.4692,-68.5914,overcast clouds,28.13,57,100,3.15,CA,2021-09-20 07:58:37
342,"Sur,Om",22.5667,59.5289,clear sky,92.39,47,0,3.0,OM,2021-09-20 07:58:38
343,"Limon,Hn",15.8615,-85.501,broken clouds,76.37,92,51,3.47,HN,2021-09-20 07:58:40
344,"Vanavara,Ru",60.34,102.2797,light rain,50.11,94,100,6.02,RU,2021-09-20 07:58:41
345,"Hualmay,Pe",-11.0964,-77.6139,broken clouds,59.05,86,62,8.05,PE,2021-09-20 07:58:42
346,"Harper,Lr",4.375,-7.7169,light rain,79.27,79,15,1.21,LR,2021-09-20 07:58:44
347,"Ondjiva,Ao",-17.0667,15.7333,broken clouds,84.58,14,55,10.67,AO,2021-09-20 07:58:45
348,"Vuktyl,Ru",63.8567,57.3094,overcast clouds,41.32,63,96,13.98,RU,2021-09-20 07:58:47
349,"Karangampel,Id",-6.4622,108.4519,broken clouds,86.56,57,51,12.1,ID,2021-09-20 07:58:48
350,"Kavieng,Pg",-2.5744,150.7967,moderate rain,81.37,79,85,7.29,PG,2021-09-20 07:58:49
351,"Mandurah,Au",-32.55,115.7,clear sky,73.15,54,0,8.84,AU,2021-09-20 07:56:56
352,"Navolato,Mx",24.7672,-107.6944,scattered clouds,77.63,92,29,5.1,MX,2021-09-20 07:58:52
353,"Pushkinskiye Gory,Ru",57.0209,28.9103,light rain,38.34,96,100,12.12,RU,2021-09-20 07:58:53
354,"Banda Aceh,Id",5.5577,95.3222,overcast clouds,78.33,82,100,0.85,ID,2021-09-20 07:58:55
355,"Flin Flon,Ca",54.7682,-101.865,clear sky,43.79,84,9,8.95,CA,2021-09-20 07:58:56
356,"Ratnagiri,In",16.9833,73.3,scattered clouds,81.99,78,41,8.08,IN,2021-09-20 07:58:58
357,"Diapaga,Bf",12.0708,1.7889,scattered clouds,79.72,79,50,9.15,BF,2021-09-20 07:58:59
358,"Kruisfontein,Za",-34.0033,24.7314,few clouds,61.88,56,18,15.48,ZA,2021-09-20 07:59:00
359,"Shubarshi,Kz",48.5872,57.1869,clear sky,62.33,22,3,3.47,KZ,2021-09-20 07:59:02
360,"Nemuro,Jp",43.3236,145.575,clear sky,63.03,68,0,5.86,JP,2021-09-20 07:59:03
361,"Luanda,Ao",-8.8368,13.2343,scattered clouds,73.4,83,40,9.22,AO,2021-09-20 07:56:03
362,"Horsham,Au",-36.7167,142.2,broken clouds,42.71,75,68,18.14,AU,2021-09-20 07:59:06
363,"Te Anau,Nz",-45.4167,167.7167,light rain,45.86,96,97,5.64,NZ,2021-09-20 07:59:07
364,"Kenai,Us",60.5544,-151.2583,overcast clouds,46.09,70,99,3.36,US,2021-09-20 07:59:09
365,"Tahoua,Ne",14.8888,5.2692,clear sky,80.58,74,0,4.61,NE,2021-09-20 07:59:10
366,"Tondano,Id",1.3038,124.9112,moderate rain,71.69,82,84,1.63,ID,2021-09-20 07:59:12
367,"Basoko,Cd",1.2391,23.616,overcast clouds,81.72,59,91,0.85,CD,2021-09-20 07:59:13
368,"Hirado,Jp",33.3597,129.5531,clear sky,81.75,80,6,8.25,JP,2021-09-20 07:59:15
369,"Fortuna,Us",40.5982,-124.1573,overcast clouds,56.19,69,90,0.0,US,2021-09-20 07:59:16
370,"Port-Gentil,Ga",-0.7193,8.7815,scattered clouds,80.56,78,40,6.91,GA,2021-09-20 07:59:17
371,"Victoria Point,Au",-27.5833,153.3,scattered clouds,73.18,82,48,4.0,AU,2021-09-20 07:59:19
372,"Salinopolis,Br",-0.6136,-47.3561,scattered clouds,78.21,84,49,8.63,BR,2021-09-20 07:54:43
373,"Makakilo City,Us",21.3469,-158.0858,broken clouds,76.69,75,82,18.63,US,2021-09-20 07:59:22
374,"Buriti Bravo,Br",-5.8372,-43.8336,overcast clouds,74.91,67,93,3.29,BR,2021-09-20 07:59:23
375,"Burley,Us",42.5357,-113.7928,clear sky,42.67,58,0,16.4,US,2021-09-20 07:59:24
376,"Togur,Ru",58.3631,82.8265,light rain,40.48,83,100,8.9,RU,2021-09-20 07:59:26
377,"Key West,Us",24.5557,-81.7826,overcast clouds,82.99,86,90,5.75,US,2021-09-20 07:55:11
378,"Kokkola,Fi",63.8385,23.1307,overcast clouds,45.93,81,90,9.22,FI,2021-09-20 07:59:28
379,"Kataysk,Ru",56.289,62.5841,overcast clouds,44.47,54,100,12.64,RU,2021-09-20 07:59:30
380,"Ludvika,Se",60.1496,15.1878,overcast clouds,48.04,78,100,3.71,SE,2021-09-20 07:59:31
381,"Nigde,Tr",37.8333,34.75,clear sky,68.81,39,1,8.03,TR,2021-09-20 07:59:33
382,"Liuhe,Cn",42.2401,125.7172,light rain,58.33,95,100,6.69,CN,2021-09-20 07:59:35
383,"Atar,Mr",20.5169,-13.0499,clear sky,84.11,41,1,10.87,MR,2021-09-20 07:59:37
384,"Pisco,Pe",-13.7,-76.2167,overcast clouds,60.85,100,90,2.3,PE,2021-09-20 07:59:38
385,"Kaeo,Nz",-35.1,173.7833,clear sky,56.32,76,0,4.81,NZ,2021-09-20 07:59:41
386,"Alta,No",69.9689,23.2717,clear sky,46.18,63,0,16.11,NO,2021-09-20 07:59:42
387,"Columbus,Us",39.9612,-82.9988,overcast clouds,73.2,83,90,0.0,US,2021-09-20 07:57:12
388,"Thompson,Ca",55.7435,-97.8558,broken clouds,51.96,87,75,9.22,CA,2021-09-20 07:59:46
389,"San Quintin,Mx",30.4833,-115.95,clear sky,65.79,85,1,5.66,MX,2021-09-20 07:59:47
390,"Bang Saphan,Th",11.2126,99.5117,overcast clouds,89.55,91,100,1.1,TH,2021-09-20 07:59:49
391,"Hamilton,Bm",32.2915,-64.778,broken clouds,80.01,77,74,7.0,BM,2021-09-20 07:59:50
392,"Waitati,Nz",-45.75,170.5667,few clouds,52.81,78,11,6.87,NZ,2021-09-20 07:59:52
393,"Sid,Rs",45.1283,19.2264,overcast clouds,56.68,93,100,10.13,RS,2021-09-20 07:59:53
394,"Oxbow,Ca",49.2333,-102.1676,overcast clouds,44.55,57,99,6.73,CA,2021-09-20 07:59:54
395,"Yabrud,Sy",33.9674,36.6574,clear sky,76.66,24,0,1.9,SY,2021-09-20 07:59:56
396,"Ust-Ishim,Ru",57.6935,71.1665,overcast clouds,40.44,88,99,9.66,RU,2021-09-20 07:59:57
397,"Fort Nelson,Ca",58.8053,-122.7002,broken clouds,45.99,81,75,6.91,CA,2021-09-20 07:59:59
398,"Rio Frio,Mx",19.35,-98.6667,overcast clouds,46.18,95,94,1.7,MX,2021-09-20 08:00:00
399,"Bahia Honda,Cu",22.9036,-83.1592,scattered clouds,77.95,89,28,6.55,CU,2021-09-20 08:00:05
400,"Upata,Ve",8.0086,-62.3989,broken clouds,74.19,97,67,3.15,VE,2021-09-20 08:00:06
401,"Bucerias,Mx",20.75,-105.3333,overcast clouds,75.97,100,100,2.91,MX,2021-09-20 07:56:28
402,"Cayenne,Gf",4.9333,-52.3333,broken clouds,81.09,69,75,5.01,GF,2021-09-20 07:58:17
403,"Sulangan,Ph",11.1373,123.7228,moderate rain,81.07,79,91,6.33,PH,2021-09-20 08:00:11
404,"Kathu,Th",7.9178,98.3332,moderate rain,76.82,88,100,11.59,TH,2021-09-20 08:00:13
405,"Sturgeon Falls,Ca",46.3646,-79.9326,clear sky,56.08,69,0,8.28,CA,2021-09-20 08:00:14
406,"Touros,Br",-5.1989,-35.4608,few clouds,76.39,75,18,13.8,BR,2021-09-20 08:00:16
407,"Acapulco,Mx",16.8634,-99.8901,broken clouds,77.58,85,82,3.78,MX,2021-09-20 08:00:18
408,"Tamworth,Au",-31.1,150.9333,broken clouds,66.49,42,84,6.91,AU,2021-09-20 08:00:20
409,"Kudal,In",16.0333,73.6833,light rain,84.69,72,92,7.81,IN,2021-09-20 08:00:22
410,"Pimenta Bueno,Br",-11.6725,-61.1936,overcast clouds,80.94,41,94,1.01,BR,2021-09-20 08:00:24
411,"Daura,Ng",11.5538,11.4085,overcast clouds,81.18,55,100,7.27,NG,2021-09-20 08:00:25
412,"Chabahar,Ir",25.2919,60.643,clear sky,84.0,73,8,10.69,IR,2021-09-20 08:00:27
413,"Anloga,Gh",5.7947,0.8973,overcast clouds,78.44,83,98,12.06,GH,2021-09-20 08:00:29
414,"Dakar,Sn",14.6937,-17.4441,scattered clouds,77.88,80,40,11.99,SN,2021-09-20 08:00:32
415,"Prieska,Za",-29.6641,22.7474,clear sky,59.94,35,1,14.81,ZA,2021-09-20 08:00:34
416,"Tsiroanomandidy,Mg",-18.7667,46.0333,broken clouds,74.23,47,63,10.09,MG,2021-09-20 08:00:36
417,"Chekmagush,Ru",55.1319,54.6556,overcast clouds,46.24,46,97,6.42,RU,2021-09-20 08:00:38
418,"Minab,Ir",27.1467,57.0801,few clouds,94.5,47,11,10.76,IR,2021-09-20 08:00:40
419,"Kandrian,Pg",-6.2167,149.55,light rain,77.22,91,99,10.92,PG,2021-09-20 08:00:41
420,"Bam,Ir",29.106,58.357,clear sky,96.49,7,0,10.25,IR,2021-09-20 08:00:44
421,"Charters Towers,Au",-20.1,146.2667,clear sky,79.86,33,0,11.52,AU,2021-09-20 08:00:45
422,"Labuhan,Id",-6.8844,112.2051,few clouds,88.36,54,20,13.13,ID,2021-09-20 08:00:48
423,"Saint George,Bm",32.3817,-64.6781,scattered clouds,79.75,81,49,5.01,BM,2021-09-20 08:00:50
424,"Mapiri,Bo",-15.25,-68.1667,few clouds,65.07,98,21,1.61,BO,2021-09-20 08:00:52
425,"Ames,Us",42.0347,-93.6199,clear sky,71.26,90,1,1.01,US,2021-09-20 08:00:49
426,"Berlevag,No",70.8578,29.0864,clear sky,46.35,57,0,21.85,NO,2021-09-20 08:00:55
427,"Mehamn,No",71.0357,27.8492,overcast clouds,46.31,63,99,17.45,NO,2021-09-20 08:00:56
428,"Calama,Cl",-22.4667,-68.9333,clear sky,51.98,19,2,5.01,CL,2021-09-20 08:00:58
429,"Hambantota,Lk",6.1241,81.1185,scattered clouds,88.14,84,40,9.22,LK,2021-09-20 08:01:00
430,"Eyl,So",7.9803,49.8164,overcast clouds,87.6,53,92,23.78,SO,2021-09-20 08:01:02
431,"Portland,Au",-38.3333,141.6,light rain,45.88,73,100,21.45,AU,2021-09-20 08:01:03
432,"Araouane,Ml",18.9048,-3.5265,clear sky,93.51,19,0,5.26,ML,2021-09-20 08:01:05
433,"Limoeiro Do Norte,Br",-5.1456,-38.0981,few clouds,72.05,75,17,6.96,BR,2021-09-20 08:01:07
434,"Sotouboua,Tg",8.5667,0.9833,broken clouds,75.4,88,80,1.92,TG,2021-09-20 08:01:08
435,"Qandala,So",11.472,49.8728,few clouds,92.64,55,19,11.14,SO,2021-09-20 08:01:09
436,"Moyale,Et",3.5242,39.0513,scattered clouds,77.07,39,46,16.08,ET,2021-09-20 08:01:11
437,"Gravdal,No",68.1214,13.5031,clear sky,49.89,62,0,13.8,NO,2021-09-20 08:01:12
438,"Tsaratanana,Mg",-16.7833,47.65,scattered clouds,82.24,42,46,11.52,MG,2021-09-20 08:01:14
439,"Mehran,Ir",33.1222,46.1646,clear sky,99.66,10,0,17.29,IR,2021-09-20 08:01:15
440,"Boyolangu,Id",-8.1181,111.8935,broken clouds,81.75,69,64,11.95,ID,2021-09-20 08:01:17
441,"Shimoda,Jp",34.6667,138.95,clear sky,75.51,68,0,16.22,JP,2021-09-20 08:01:18
442,"Noyabrsk,Ru",63.1994,75.4507,overcast clouds,35.96,97,100,17.38,RU,2021-09-20 08:01:20
443,"Jieshou,Cn",33.2634,115.3611,clear sky,81.25,55,4,9.73,CN,2021-09-20 08:01:21
444,"Hasilpur,Pk",29.7122,72.5553,scattered clouds,103.3,30,38,5.93,PK,2021-09-20 08:01:24
445,"Kashi,Cn",39.4547,75.9797,few clouds,88.34,10,23,2.26,CN,2021-09-20 08:01:25
446,"Ballarat,Au",-37.5662,143.8496,light rain,41.18,97,98,11.41,AU,2021-09-20 08:01:27
447,"Gulf Gate Estates,Us",27.2517,-82.5147,clear sky,78.98,78,1,1.01,US,2021-09-20 08:01:28
448,"Baker City,Us",44.7749,-117.8344,few clouds,47.19,84,22,3.6,US,2021-09-20 08:01:29
449,"Dongsheng,Cn",39.8161,109.9776,broken clouds,72.23,22,62,15.14,CN,2021-09-20 08:00:30
450,"Mollendo,Pe",-17.0231,-72.0147,overcast clouds,58.78,87,100,6.78,PE,2021-09-20 08:01:19
451,"Jiaozuo,Cn",35.2397,113.2331,overcast clouds,80.69,56,89,9.04,CN,2021-09-20 08:00:19
452,"Xichang,Cn",27.8964,102.2634,clear sky,78.28,56,5,2.37,CN,2021-09-20 08:01:34
453,"Melsungen,De",51.1333,9.55,few clouds,53.4,62,13,6.96,DE,2021-09-20 08:01:36
454,"Coihaique,Cl",-45.5752,-72.0662,overcast clouds,37.47,93,86,7.02,CL,2021-09-20 08:01:37
455,"Bukachacha,Ru",52.9833,116.9167,scattered clouds,61.68,64,31,5.03,RU,2021-09-20 08:01:40
456,"Tonantins,Br",-2.8731,-67.8022,few clouds,73.78,91,21,0.89,BR,2021-09-20 08:01:41
457,"Namibe,Ao",-15.1961,12.1522,scattered clouds,70.54,62,30,7.25,AO,2021-09-20 08:01:43
458,"Valparaiso,Co",1.1951,-75.707,broken clouds,68.63,96,72,1.86,CO,2021-09-20 08:01:44
459,"Iguape,Br",-24.7081,-47.5553,overcast clouds,69.26,97,97,4.59,BR,2021-09-20 08:00:33
460,"Ayagoz,Kz",47.9714,80.4392,clear sky,56.71,18,0,6.33,KZ,2021-09-20 08:01:47
461,"Moerai,Pf",-22.4333,-151.3333,light rain,74.05,82,5,12.41,PF,2021-09-20 08:01:48
462,"Masuda,Jp",34.6667,131.85,scattered clouds,77.45,77,48,3.24,JP,2021-09-20 08:01:50
463,"Roma,Au",-26.5833,148.7833,light rain,83.03,22,88,17.9,AU,2021-09-20 08:01:51
464,"Inongo,Cd",-1.95,18.2667,broken clouds,72.7,78,81,0.72,CD,2021-09-20 08:01:53
465,"Paamiut,Gl",61.994,-49.6678,broken clouds,34.61,75,70,13.94,GL,2021-09-20 08:01:54
466,"Cockburn Town,Tc",21.4612,-71.1419,scattered clouds,81.9,77,45,15.99,TC,2021-09-20 08:01:55
467,"Podyuga,Ru",61.095,40.8647,overcast clouds,41.22,58,100,9.22,RU,2021-09-20 08:01:57
468,"Waiuku,Nz",-37.25,174.75,clear sky,57.33,80,9,5.21,NZ,2021-09-20 08:01:59
469,"Padang,Id",-0.9492,100.3543,broken clouds,87.85,66,55,4.88,ID,2021-09-20 08:02:01
470,"Monte Patria,Cl",-30.6919,-70.9467,clear sky,54.19,62,0,1.95,CL,2021-09-20 08:01:10
471,"Traralgon,Au",-38.1833,146.5333,light rain,45.18,88,100,5.99,AU,2021-09-20 08:02:03
472,"Hervey Bay,Au",-25.2986,152.8535,clear sky,70.03,74,0,16.35,AU,2021-09-20 08:02:05
473,"Kahului,Us",20.8947,-156.47,overcast clouds,74.97,87,100,13.69,US,2021-09-20 08:02:06
474,"Tongchuan,Cn",35.0806,109.0897,clear sky,78.82,43,0,9.19,CN,2021-09-20 08:02:08
475,"Coahuayana,Mx",18.7333,-103.6833,broken clouds,74.12,90,69,3.78,MX,2021-09-20 08:02:09
